Person_ID,Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Daily_Calorie_Requirement,Daily_Calorie_Consumed,Protein_Intake_g,Carbohydrate_Intake_g,Fat_Intake_g,Water_Intake_Liters,Diet_Type,Health_Status
P0522,35.0,Male,167.6,83.2,29.6,Lightly Active,2487,2707.0,132.7,369.8,77.4,2.0,Balanced,Overweight
P0523,28.0,Other,172.5,50.9,17.1,Sedentary,2004,1549.0,45.3,206.7,60.1,2.0,Mediterranean,Underweight
P0524,65.0,Female,172.5,71.6,24.1,Moderately Active,2112,1958.0,48.4,278.5,72.3,2.7,Balanced,Healthy
P0525,19.0,Female,170.1,66.7,23.1,Very Active,2603,2824.0,165.0,112.0,190.7,3.4,,Healthy
P0526,29.0,Male,178.4,76.5,24.0,Sedentary,2166,2262.0,137.7,312.4,51.3,2.0,Vegan,Healthy
P0527,71.0,Male,182.6,81.3,24.4,,2270,2064.0,102.4,260.0,68.3,2.5,,Healthy
P0528,,Male,172.7,79.6,26.7,Moderately Active,2872,3252.0,161.6,443.1,92.5,2.5,,Overweight
P0529,60.0,,185.6,80.3,23.3,Lightly Active,2357,2283.0,128.1,77.7,162.2,2.4,Keto,Healthy
P0530,76.0,Female,168.9,88.8,31.1,Sedentary,1755,2288.0,89.4,303.0,79.8,2.1,Balanced,Obese
P0531,57.0,Female,163.0,63.2,23.8,Lightly Active,1774,,100.5,26.4,134.5,2.2,Keto,Healthy
P0532,61.0,Other,166.7,75.8,27.3,Very Active,3028,3471.0,112.3,502.3,112.5,3.5,Balanced,Overweight
P0533,46.0,Other,178.6,69.4,21.8,Athlete,3435,3205.0,149.1,482.5,75.4,4.2,,Healthy
P0534,76.0,Female,165.5,75.7,27.6,,1597,1810.0,69.7,236.8,64.9,2.1,Vegetarian,Overweight
P0535,,Female,171.4,68.2,23.2,Moderately Active,2179,2089.0,42.7,312.2,74.4,2.9,Vegetarian,Healthy
P0536,19.0,Female,148.8,,28.1,Sedentary,1683,1808.0,105.4,251.0,42.5,2.0,Vegan,Overweight
P0537,26.0,Female,164.8,46.1,17.0,Moderately Active,1971,1623.0,53.6,200.7,67.3,2.9,Mediterranean,Underweight
P0538,64.0,Male,179.5,84.7,26.3,Sedentary,2065,2366.0,162.7,59.2,164.3,2.3,Keto,Overweight
P0539,19.0,Male,167.8,77.0,27.3,Sedentary,2181,2611.0,76.3,362.7,95.0,1.9,Balanced,Overweight
P0540,46.0,Male,171.6,80.8,27.4,Moderately Active,2686,3089.0,274.7,296.5,89.3,3.4,High Protein,Overweight
P0541,50.0,Female,162.2,54.8,20.8,Sedentary,1488,1492.0,57.1,195.8,53.4,2.0,Balanced,Healthy
P0542,27.0,Female,171.2,79.8,27.2,Lightly Active,2199,2609.0,187.3,-9.0,210.6,2.4,Keto,Overweight
P0543,51.0,Male,180.2,90.2,27.8,Athlete,3557,4176.0,205.8,577.3,116.0,4.9,Vegan,Overweight
P0544,61.0,Female,162.4,81.5,30.9,Athlete,2736,3384.0,78.1,464.4,134.9,4.3,Mediterranean,Obese
P0545,72.0,Female,176.8,79.2,25.3,Sedentary,1699,1914.0,77.8,271.4,57.5,1.7,Vegan,Overweight
P0546,25.0,Male,173.0,86.3,28.8,Moderately Active,2996,3569.0,195.5,469.7,100.9,2.9,Balanced,Overweight
P0547,54.0,Male,169.1,70.4,24.6,Moderately Active,2382,2437.0,120.0,330.9,70.4,2.7,Balanced,Healthy
P0548,71.0,Female,167.2,86.1,30.8,Lightly Active,2000,2556.0,157.4,87.1,175.3,2.7,Keto,Obese
P0549,77.0,Female,159.9,58.7,23.0,Athlete,2189,2008.0,49.3,281.8,76.0,4.2,Vegetarian,Healthy
P0550,,Female,162.5,63.9,24.2,Very Active,2286,,220.9,205.8,75.3,3.5,High Protein,Healthy
P0551,,Female,170.5,74.4,25.6,Moderately Active,2149,2341.0,103.6,287.5,86.3,2.8,Mediterranean,Overweight
P0552,23.0,Female,162.1,72.8,27.7,Lightly Active,2095,2236.0,200.8,207.5,67.0,2.7,High Protein,Overweight
P0553,61.0,Female,151.8,72.9,31.6,Lightly Active,1826,2396.0,99.9,333.5,73.6,2.4,Balanced,Obese
P0554,80.0,Female,164.2,64.1,23.8,,1864,1935.0,81.4,235.6,74.1,2.8,Mediterranean,Healthy
P0555,57.0,Female,157.8,,24.5,Lightly Active,1723,1691.0,67.9,212.0,63.5,2.2,Vegetarian,Healthy
P0556,,Male,185.8,107.5,31.1,Sedentary,2482,2997.0,263.1,280.0,91.6,2.0,High Protein,Obese
P0557,36.0,Male,182.0,80.5,24.3,Sedentary,2203,2069.0,91.6,267.5,70.3,2.1,Balanced,Healthy
P0558,49.0,,181.3,79.9,24.3,Lightly Active,2407,2170.0,76.1,348.6,52.4,2.6,Vegan,Healthy
P0559,44.0,Female,167.4,59.2,21.1,Lightly Active,1819,1764.0,105.3,48.2,127.8,2.7,Keto,Healthy
P0560,18.0,Female,168.5,67.4,23.7,Lightly Active,2083,1936.0,73.4,260.6,66.7,2.4,Balanced,Healthy
P0561,60.0,Female,158.0,69.1,27.7,Lightly Active,1810,2014.0,78.9,296.8,56.8,2.3,Vegan,Overweight
P0562,69.0,Male,173.6,82.4,27.3,Lightly Active,2246,2639.0,122.6,361.8,77.9,2.5,Vegetarian,Overweight
P0563,50.0,Male,177.9,85.4,27.0,Lightly Active,2478,2644.0,89.9,426.3,64.4,2.4,Vegan,Overweight
P0564,79.0,,170.8,100.7,34.5,Sedentary,2170,2436.0,114.3,338.8,69.3,1.9,Vegetarian,Obese
P0565,57.0,Male,185.5,76.0,22.1,Athlete,3179,3434.0,56.1,508.1,130.8,4.4,Vegetarian,Healthy
P0566,49.0,Female,158.7,67.0,26.6,Moderately Active,2087,2424.0,122.1,325.1,70.6,2.8,Vegetarian,Overweight
P0567,22.0,Male,179.3,73.7,22.9,Very Active,3124,2844.0,104.4,410.2,87.3,3.4,Vegetarian,Healthy
P0568,34.0,Male,185.2,,24.4,Athlete,3620,3315.0,88.4,513.9,100.6,4.5,,Healthy
P0569,79.0,Female,166.3,62.4,22.6,Lightly Active,1647,1707.0,153.2,151.4,54.3,2.4,High Protein,Healthy
P0570,25.0,Male,165.1,75.1,27.6,Lightly Active,2399,2652.0,90.5,346.4,100.5,2.9,Balanced,Overweight
P0571,74.0,Female,156.2,53.2,21.8,Moderately Active,1710,1786.0,91.4,211.0,64.0,3.0,Mediterranean,Healthy
P0572,59.0,Female,164.6,68.0,25.1,,1830,2032.0,129.8,6.4,165.3,2.2,Keto,Overweight
P0573,51.0,Male,181.2,85.9,26.2,Sedentary,2183,2609.0,58.6,378.3,95.7,2.0,Vegetarian,Overweight
P0574,26.0,Female,153.1,84.0,35.8,Moderately Active,2458,3130.0,285.4,325.8,76.1,2.6,High Protein,Obese
P0575,73.0,Female,156.4,72.4,29.6,Sedentary,1543,1630.0,84.1,36.6,127.5,1.8,Keto,Overweight
P0576,40.0,Female,157.5,61.6,24.8,Athlete,2531,2445.0,161.5,64.6,171.2,4.5,Keto,Healthy
P0577,52.0,Male,169.7,68.1,23.6,Very Active,2622,2655.0,259.4,220.4,81.8,3.4,,Healthy
P0578,67.0,Female,168.9,,19.3,Moderately Active,1846,1713.0,57.5,228.4,63.3,2.5,Balanced,Healthy
P0579,24.0,Female,153.2,52.3,22.3,Lightly Active,1790,1611.0,48.4,220.2,59.6,2.0,Mediterranean,Healthy
P0580,,Male,174.7,99.5,32.6,Lightly Active,2857,3199.0,254.9,369.1,78.1,2.2,High Protein,Obese
P0581,70.0,Male,169.9,85.5,29.6,Lightly Active,2271,2563.0,217.9,291.4,58.4,2.3,High Protein,Overweight
P0582,71.0,Other,169.6,68.8,23.9,Lightly Active,2255,2314.0,201.8,218.7,70.3,2.4,High Protein,Healthy
P0583,37.0,Female,158.3,56.4,22.5,Very Active,2241,2058.0,51.4,284.5,79.3,3.3,Vegetarian,Healthy
P0584,67.0,Male,165.7,73.9,26.9,Lightly Active,2053,2360.0,204.2,267.0,52.8,2.6,High Protein,Overweight
P0585,42.0,Female,166.8,60.1,21.6,Moderately Active,2074,2122.0,155.4,19.4,158.1,2.6,Keto,Healthy
P0586,20.0,Male,177.3,93.3,29.7,Very Active,3580,4263.0,232.5,543.1,129.0,3.9,Balanced,Overweight
P0587,77.0,,184.1,82.7,24.4,Sedentary,1971,2105.0,81.5,327.1,52.3,2.0,Vegan,Healthy
P0588,,Male,179.7,68.6,21.2,,2203,2398.0,78.9,345.6,77.8,2.9,Vegetarian,Healthy
P0589,72.0,Male,170.0,105.8,36.6,Lightly Active,2630,3528.0,101.6,511.2,119.6,2.4,Vegetarian,Obese
P0590,63.0,Male,183.2,70.8,21.1,Moderately Active,2416,2387.0,121.2,273.5,89.8,3.0,Mediterranean,Healthy
P0591,41.0,Male,172.9,75.2,25.2,Very Active,2920,3279.0,124.5,478.2,96.5,3.3,Vegan,Overweight
P0592,51.0,Female,152.8,79.8,34.2,Very Active,2481,2903.0,79.7,408.2,105.7,3.2,Vegetarian,Obese
P0593,63.0,Male,173.8,86.4,28.6,Lightly Active,2368,2666.0,224.8,262.3,79.7,2.3,High Protein,Overweight
P0594,39.0,Male,185.1,76.4,22.3,Moderately Active,2757,2564.0,153.7,324.7,72.3,3.1,Balanced,Healthy
P0595,28.0,Female,159.3,53.2,21.0,Moderately Active,2033,2102.0,145.8,41.8,150.2,2.8,Keto,Healthy
P0596,65.0,Male,175.1,72.7,23.7,Very Active,2646,2394.0,93.2,331.2,77.4,3.2,,Healthy
P0597,25.0,Female,157.8,56.3,22.6,Moderately Active,2091,,54.7,291.9,65.9,2.8,Balanced,Healthy
P0598,56.0,Male,165.0,82.0,30.1,Sedentary,1993,,51.7,322.1,88.9,2.1,Vegetarian,Obese
P0599,60.0,Male,166.0,84.0,30.5,Sedentary,2004,2674.0,79.8,369.2,97.6,1.9,Balanced,Obese
P0600,52.0,,163.7,80.2,29.9,Very Active,2852,3056.0,156.6,413.6,86.1,3.5,Balanced,Overweight
P0601,66.0,Male,177.6,82.0,26.0,Lightly Active,2289,2709.0,61.6,429.0,82.9,2.4,Vegan,Overweight
P0602,63.0,Male,176.2,71.7,23.1,Moderately Active,2382,2203.0,86.0,271.8,85.8,2.7,Mediterranean,Healthy
P0603,55.0,Male,185.8,84.8,24.6,Very Active,3112,3205.0,86.5,394.5,142.3,3.3,Mediterranean,Healthy
P0604,25.0,Male,176.7,93.2,29.8,Lightly Active,2809,3084.0,119.9,455.1,87.1,2.7,Balanced,Overweight
P0605,71.0,Male,172.2,81.0,27.3,Moderately Active,2475,2716.0,76.1,392.4,93.6,2.8,Vegetarian,Overweight
P0606,54.0,Male,175.0,80.0,26.1,Sedentary,2032,2437.0,123.7,306.2,79.7,1.5,Balanced,Overweight
P0607,44.0,Male,175.8,82.1,26.6,Athlete,3386,3670.0,135.5,426.6,157.9,4.4,Mediterranean,Overweight
P0608,45.0,Male,163.3,92.5,34.7,Sedentary,2227,2562.0,103.4,321.1,96.0,2.1,Balanced,Obese
P0609,57.0,Female,166.2,58.0,21.0,Moderately Active,1941,1975.0,194.6,196.8,45.5,3.0,High Protein,Healthy
P0610,51.0,Female,168.7,81.2,28.5,Lightly Active,2063,2395.0,222.7,223.4,67.8,2.5,High Protein,Overweight
P0611,49.0,,176.5,85.8,27.5,Moderately Active,2800,3352.0,62.6,499.0,122.8,3.0,Balanced,Overweight
P0612,32.0,Female,150.8,66.0,29.0,Sedentary,1664,1922.0,51.2,297.6,58.5,1.9,,Overweight
P0613,61.0,Female,161.6,79.3,30.4,Lightly Active,1949,2417.0,118.7,311.8,77.2,2.3,Balanced,Obese
P0614,80.0,Male,174.0,71.3,23.6,,1959,1923.0,74.8,280.9,55.6,2.5,Balanced,Healthy
P0615,34.0,Female,157.6,71.0,28.6,Lightly Active,1987,2263.0,46.4,335.8,81.6,2.4,Balanced,Overweight
P0616,50.0,Female,154.5,70.9,29.7,Moderately Active,2116,2412.0,207.4,254.6,62.7,2.6,High Protein,Overweight
P0617,64.0,,177.7,72.9,23.1,Sedentary,1865,1759.0,99.3,204.4,60.5,1.9,Mediterranean,Healthy
P0618,,Male,169.3,86.9,30.3,Moderately Active,2646,3354.0,103.4,454.8,124.6,2.9,Balanced,Obese
P0619,69.0,Female,147.7,,32.3,Moderately Active,1949,2243.0,90.1,338.2,58.8,2.4,Vegan,Obese
P0620,71.0,Female,166.2,65.9,23.9,Athlete,2402,2397.0,121.3,288.8,84.1,4.4,Mediterranean,Healthy
P0621,33.0,Male,180.1,89.4,27.6,Moderately Active,3043,3313.0,167.8,40.5,275.5,2.9,Keto,Overweight
P0622,46.0,Male,184.7,75.7,22.2,Lightly Active,2376,2287.0,81.1,275.1,95.8,2.2,Mediterranean,Healthy
P0623,26.0,Male,175.2,83.1,27.1,Lightly Active,2605,2975.0,123.9,410.6,93.0,2.4,Balanced,Overweight
P0624,50.0,Female,161.7,65.3,25.0,Athlete,2538,2689.0,59.7,402.9,93.2,4.2,Balanced,Overweight
P0625,77.0,Female,159.5,61.8,24.3,Very Active,2035,1836.0,62.3,243.0,68.3,3.6,Balanced,Healthy
P0626,66.0,Male,169.9,87.4,30.3,Lightly Active,2337,2647.0,208.5,290.3,72.5,2.6,High Protein,Obese
P0627,46.0,Male,175.4,79.3,25.8,Very Active,2987,3211.0,54.3,468.8,124.3,3.7,Balanced,Overweight
P0628,30.0,Female,157.0,50.9,20.6,Very Active,2199,2066.0,174.7,231.3,49.1,3.5,High Protein,Healthy
P0629,38.0,,168.3,63.0,22.2,Athlete,2896,3054.0,75.5,425.0,116.9,4.2,Balanced,Healthy
P0630,,Male,191.2,90.7,24.8,Moderately Active,2783,2753.0,179.1,27.5,214.1,2.7,Keto,Healthy
P0631,38.0,Female,166.3,53.8,19.5,Very Active,2235,2221.0,88.0,267.0,89.0,3.3,Mediterranean,Healthy
P0632,22.0,Female,161.4,68.0,26.1,Very Active,2555,2929.0,90.8,430.9,93.6,3.5,,Overweight
P0633,27.0,Female,173.4,66.0,22.0,Sedentary,1774,1855.0,82.4,243.1,61.4,2.0,Balanced,Healthy
P0634,23.0,Female,164.0,61.6,22.9,Athlete,2709,2440.0,100.9,327.9,80.5,4.4,Balanced,Healthy
P0635,73.0,Male,167.8,102.3,36.3,Sedentary,2220,2917.0,150.8,371.6,91.9,2.0,Balanced,Obese
P0636,68.0,Male,179.3,84.3,26.2,Lightly Active,2327,2788.0,266.7,263.0,74.4,2.1,High Protein,Overweight
P0637,74.0,Female,162.2,75.4,28.7,Moderately Active,2057,2197.0,53.0,355.2,62.7,2.6,Vegan,Overweight
P0638,30.0,Male,174.8,83.4,27.3,Moderately Active,2905,3333.0,187.6,99.9,242.5,2.7,Keto,Overweight
P0639,18.0,Male,193.2,77.7,20.8,Very Active,3371,3035.0,114.7,431.4,94.5,3.3,Balanced,Healthy
P0640,37.0,Male,162.9,80.8,30.4,Lightly Active,2396,2664.0,97.0,361.4,92.2,1.9,Mediterranean,Obese
P0641,,,179.9,97.4,30.1,Sedentary,2204,2581.0,195.4,306.5,63.7,2.4,High Protein,Obese
P0642,64.0,Male,183.2,,27.8,Sedentary,2223,2616.0,69.2,366.7,96.9,1.6,Balanced,Overweight
P0643,63.0,Male,181.2,101.8,31.0,Lightly Active,2701,3411.0,148.8,398.2,135.9,2.4,Mediterranean,Obese
P0644,25.0,Male,173.6,82.6,27.4,Moderately Active,2924,3265.0,146.3,379.1,129.3,3.1,Mediterranean,Overweight
P0645,27.0,Male,173.0,71.7,24.0,Lightly Active,2373,2343.0,112.7,293.9,79.6,2.6,Balanced,Healthy
P0646,26.0,Female,165.4,61.0,22.3,Moderately Active,2188,2173.0,105.1,300.0,61.4,2.5,Vegetarian,Healthy
P0647,66.0,Female,161.0,55.5,21.4,Lightly Active,1614,1553.0,99.9,15.3,121.4,2.6,Keto,Healthy
P0648,58.0,Female,158.2,74.7,29.8,Moderately Active,2135,2522.0,84.9,323.0,98.9,3.1,Mediterranean,Overweight
P0649,20.0,Female,159.5,59.2,23.3,Sedentary,1683,1705.0,158.6,160.0,47.8,1.9,High Protein,Healthy
P0650,28.0,Female,158.8,40.0,15.9,Moderately Active,1842,1467.0,23.3,217.2,56.1,2.8,Balanced,Underweight
P0651,29.0,Male,173.4,105.2,35.0,Sedentary,2598,3159.0,68.0,412.8,137.3,1.9,Mediterranean,Obese
P0652,27.0,Female,163.0,59.7,22.5,Sedentary,1665,1810.0,177.5,172.6,45.5,2.0,High Protein,Healthy
P0653,42.0,Female,175.8,60.4,19.5,Very Active,2361,2466.0,246.2,230.5,62.1,3.5,High Protein,Healthy
P0654,66.0,Female,157.5,84.1,33.9,Lightly Active,1963,2230.0,165.1,56.3,149.4,2.3,Keto,Obese
P0655,66.0,Male,175.8,70.3,22.7,Moderately Active,2324,2294.0,97.0,299.6,78.6,3.0,Vegetarian,Healthy
P0656,42.0,Male,193.2,92.6,24.8,Very Active,3480,3332.0,123.3,497.4,94.4,3.6,Balanced,Healthy
P0657,28.0,Male,176.4,74.6,24.0,Moderately Active,2752,3019.0,122.4,360.0,121.1,3.5,Mediterranean,Healthy
P0658,79.0,Male,175.4,69.8,22.7,Very Active,2444,2402.0,168.6,2.9,190.7,3.3,,Healthy
P0659,71.0,Female,147.8,84.7,38.8,Moderately Active,2141,2391.0,86.5,351.7,70.9,3.1,Vegetarian,Obese
P0660,53.0,Female,158.8,76.0,30.1,Lightly Active,1943,2337.0,158.6,42.7,170.2,2.3,Keto,Obese
P0661,56.0,Male,174.6,91.1,29.9,Lightly Active,2515,2761.0,101.9,360.0,101.5,2.6,Mediterranean,Overweight
P0662,70.0,Other,168.5,78.3,27.6,Sedentary,2094,2387.0,111.9,316.5,74.8,1.5,Balanced,Overweight
P0663,43.0,Female,157.1,72.2,29.3,Very Active,2442,2646.0,46.2,389.8,100.2,3.4,Vegetarian,Overweight
P0664,31.0,Male,169.4,68.3,23.8,Athlete,3117,2827.0,152.7,354.4,88.7,4.4,Balanced,Healthy
P0665,56.0,Male,168.5,83.0,29.2,Lightly Active,2325,2474.0,69.6,333.5,95.7,2.5,Balanced,Overweight
P0666,73.0,Male,171.8,73.5,24.9,Sedentary,1780,1702.0,39.5,252.9,59.2,1.6,Vegetarian,Healthy
P0667,57.0,Male,175.5,68.1,22.1,Lightly Active,2089,2025.0,114.6,255.4,60.6,2.3,Balanced,Healthy
P0668,18.0,Male,183.4,84.1,25.0,Moderately Active,3089,3630.0,100.4,493.2,139.5,3.3,Vegetarian,Overweight
P0669,73.0,Male,165.6,94.3,34.4,Sedentary,2078,2426.0,97.9,309.0,88.7,2.2,Balanced,Obese
P0670,71.0,Male,172.8,78.8,26.4,Moderately Active,2434,2567.0,160.9,77.4,179.3,3.0,Keto,Overweight
P0671,,Male,176.0,78.0,25.2,Very Active,3206,3741.0,251.8,14.7,297.2,4.0,Keto,Overweight
P0672,78.0,Female,146.4,56.6,26.4,Athlete,2065,2437.0,55.5,321.4,103.3,3.9,Mediterranean,Overweight
P0673,47.0,Male,169.2,,28.5,Sedentary,2070,2326.0,110.7,337.6,59.2,2.0,Vegan,Overweight
P0674,29.0,Female,151.6,73.2,31.9,Very Active,2533,2966.0,122.0,431.2,83.7,3.5,,Obese
P0675,73.0,Male,169.4,90.7,31.6,Moderately Active,2638,3411.0,299.7,304.0,110.7,2.8,High Protein,Obese
P0676,52.0,Other,167.7,79.2,28.2,Sedentary,2210,2323.0,47.1,341.8,85.3,2.1,Balanced,Overweight
P0677,30.0,Male,173.9,74.4,24.6,Moderately Active,2711,2940.0,222.1,300.7,94.3,3.2,High Protein,Healthy
P0678,69.0,Male,171.1,76.0,26.0,Moderately Active,2381,2809.0,274.7,240.5,83.1,2.9,High Protein,Overweight
P0679,48.0,Other,170.0,81.5,28.2,Athlete,3603,4077.0,336.2,429.2,112.8,4.0,High Protein,Overweight
P0680,55.0,Female,156.5,75.0,30.6,Sedentary,1665,1947.0,45.0,280.5,71.7,2.1,Balanced,Obese
P0681,60.0,Female,171.5,65.4,22.2,Sedentary,1589,1440.0,65.9,192.4,45.2,1.9,Vegetarian,Healthy
P0682,40.0,Male,161.5,76.8,29.4,Lightly Active,2290,2747.0,256.6,245.7,82.0,2.0,High Protein,Overweight
P0683,21.0,Male,179.0,91.8,28.7,Athlete,3910,4552.0,178.3,627.4,147.7,4.3,Vegetarian,Overweight
P0684,69.0,Female,162.3,64.0,24.3,Athlete,2363,2286.0,116.2,56.1,177.4,3.9,Keto,Healthy
P0685,33.0,Female,163.7,73.2,27.3,Sedentary,1786,1880.0,144.6,204.5,53.7,1.9,High Protein,Overweight
P0686,24.0,Female,160.4,63.9,24.8,,1968,2022.0,140.3,46.0,141.9,2.3,Keto,Healthy
P0687,39.0,Female,160.3,55.6,21.6,Athlete,2450,2688.0,68.4,387.9,95.9,4.0,Vegetarian,Healthy
P0688,46.0,Male,176.1,97.5,31.4,Moderately Active,3067,3915.0,142.5,528.9,136.6,3.0,Mediterranean,Obese
P0689,28.0,Female,162.5,,25.3,Athlete,2748,2919.0,237.8,327.5,73.0,4.1,High Protein,Overweight
P0690,73.0,Male,168.7,75.6,26.6,Very Active,2581,2865.0,270.9,264.7,80.3,3.8,High Protein,Overweight
P0691,50.0,Male,171.9,67.7,22.9,Lightly Active,2113,1947.0,102.7,255.7,57.0,2.4,Balanced,Healthy
P0692,75.0,Male,176.6,69.9,22.4,Very Active,2495,2700.0,262.8,230.5,80.8,3.4,High Protein,Healthy
P0693,46.0,Female,163.7,62.7,23.4,Sedentary,1602,1547.0,38.9,213.8,59.6,2.2,Vegetarian,Healthy
P0694,76.0,Male,181.0,102.2,31.2,Moderately Active,2937,3769.0,142.1,598.3,89.7,3.0,Vegan,Obese
P0695,56.0,Male,171.5,76.1,25.9,Moderately Active,2500,2656.0,100.0,332.5,102.9,2.9,Mediterranean,Overweight
P0696,29.0,Female,166.5,80.0,28.9,Athlete,2997,3204.0,120.7,468.1,94.3,4.3,Vegetarian,Overweight
P0697,24.0,Male,181.7,79.0,23.9,Athlete,3577,3705.0,130.8,458.7,149.7,4.3,Mediterranean,Healthy
P0698,76.0,Female,169.8,56.1,19.5,Sedentary,1396,1491.0,24.4,221.6,56.3,2.0,Vegetarian,Healthy
P0699,72.0,Male,174.6,78.0,25.6,Sedentary,1875,2025.0,132.0,30.0,153.0,2.3,Keto,Overweight
P0700,56.0,Female,160.2,54.1,21.1,Moderately Active,1863,1832.0,41.4,268.0,66.0,2.1,Vegetarian,Healthy
P0701,59.0,Female,163.4,58.5,21.9,Very Active,2138,2189.0,49.5,349.1,66.1,3.8,Vegan,Healthy
P0702,79.0,,167.0,74.2,26.6,Very Active,2476,2895.0,277.4,300.9,64.6,3.3,High Protein,Overweight
P0703,65.0,Male,173.6,63.3,21.0,Athlete,2661,2729.0,127.3,396.5,70.4,4.3,Vegan,Healthy
P0704,43.0,Male,180.2,96.4,29.7,Moderately Active,3101,3300.0,125.0,468.4,102.9,2.6,Vegetarian,Overweight
P0705,57.0,,179.5,84.1,26.1,Lightly Active,2410,,126.5,396.9,70.3,2.8,Vegan,Overweight
P0706,26.0,Other,166.3,65.5,23.7,Sedentary,2179,2346.0,232.0,211.6,63.5,1.8,High Protein,Healthy
P0707,58.0,Male,176.5,84.2,27.0,Sedentary,2081,2456.0,144.5,315.6,68.4,2.3,Balanced,Overweight
P0708,51.0,Female,171.8,58.3,19.8,Moderately Active,2012,2046.0,67.8,267.9,78.2,2.8,Balanced,Healthy
P0709,62.0,Male,179.9,55.5,17.1,Very Active,2317,2083.0,52.9,310.1,70.1,3.4,Vegetarian,Underweight
P0710,30.0,Female,161.6,95.2,36.5,Sedentary,2038,2295.0,160.4,13.5,177.7,1.8,Keto,Obese
P0711,72.0,Female,161.1,69.6,26.8,Very Active,2205,2473.0,132.6,343.5,63.2,3.7,Vegan,Overweight
P0712,72.0,Female,164.9,61.8,22.7,Lightly Active,1675,1767.0,42.4,227.2,76.5,2.3,Mediterranean,Healthy
P0713,53.0,Male,174.6,62.4,20.5,Lightly Active,2009,1864.0,66.3,266.9,59.0,2.5,Balanced,Healthy
P0714,42.0,Male,171.9,66.3,22.4,Moderately Active,2423,2652.0,259.2,227.1,78.5,2.5,High Protein,Healthy
P0715,41.0,Male,179.6,97.7,30.3,Lightly Active,2786,3311.0,112.7,524.0,84.9,2.4,Vegan,Obese
P0716,,Female,162.1,82.2,31.3,Very Active,2494,2961.0,172.6,370.3,87.7,3.5,Balanced,Obese
P0717,34.0,Female,172.7,73.3,24.6,Moderately Active,2345,2210.0,85.1,327.5,62.2,2.5,Vegetarian,Healthy
P0718,19.0,Other,163.9,60.9,22.7,Lightly Active,2462,,88.1,300.3,89.3,2.5,Mediterranean,Healthy
P0719,30.0,Male,168.8,95.7,33.6,Moderately Active,3116,3877.0,169.6,574.7,100.0,2.9,Vegan,Obese
P0720,,Female,170.8,71.0,24.3,Athlete,2708,2669.0,204.7,321.0,62.9,4.1,,Healthy
P0721,46.0,Female,162.9,72.9,27.5,Moderately Active,2212,2386.0,142.2,302.0,67.7,2.9,Vegetarian,Overweight
P0722,67.0,Male,172.7,86.9,29.1,Lightly Active,2339,2739.0,117.6,348.2,97.3,2.5,Balanced,Overweight
P0723,45.0,,189.0,66.3,18.6,Lightly Active,2239,2042.0,108.4,261.1,62.7,2.2,Vegetarian,Healthy
P0724,77.0,Female,160.8,56.0,21.7,Sedentary,1356,1446.0,76.4,32.6,112.2,2.2,Keto,Healthy
P0725,44.0,Female,170.9,61.2,21.0,Sedentary,1623,,43.1,209.5,59.9,2.1,Mediterranean,Healthy
P0726,,Female,157.9,72.1,28.9,Very Active,2527,2841.0,95.5,423.5,85.0,3.1,Vegetarian,Overweight
P0727,48.0,Male,168.0,67.7,24.0,Sedentary,1835,,135.7,196.1,51.5,1.9,High Protein,Healthy
P0728,57.0,Female,163.5,65.2,24.4,Moderately Active,2031,2059.0,82.3,274.3,70.3,2.9,Balanced,Healthy
P0729,32.0,Male,166.6,,28.4,Moderately Active,2733,3195.0,132.6,477.1,84.0,2.9,Vegan,Overweight
P0730,50.0,Male,168.8,89.5,31.4,Moderately Active,2811,3787.0,137.9,554.0,113.3,2.3,Balanced,Obese
P0731,37.0,Male,155.0,87.7,36.5,Sedentary,2156,2536.0,100.4,317.0,96.3,2.1,Mediterranean,Obese
P0732,,Female,162.3,56.9,21.6,Moderately Active,1893,1913.0,84.9,271.3,54.2,2.9,Balanced,Healthy
P0733,29.0,Female,169.7,80.0,27.8,Lightly Active,2183,2444.0,91.2,337.8,80.9,2.4,Balanced,Overweight
P0734,54.0,Female,171.2,55.2,18.8,Lightly Active,1725,1897.0,36.5,283.3,68.6,2.4,Vegetarian,Healthy
P0735,26.0,Male,165.1,91.3,33.5,Sedentary,2347,3056.0,241.0,331.3,85.2,2.3,High Protein,Obese
P0736,40.0,Female,162.7,60.6,22.9,Moderately Active,2075,2032.0,60.5,293.8,68.3,2.5,Vegetarian,Healthy
P0737,25.0,Male,171.8,82.0,27.8,Sedentary,2243,2515.0,111.1,336.8,80.4,2.2,Vegetarian,Overweight
P0738,49.0,Female,171.1,68.8,23.5,,2173,2062.0,108.9,276.7,57.7,2.9,Balanced,Healthy
P0739,65.0,Male,181.0,84.3,25.7,Sedentary,2061,2397.0,76.7,373.4,66.3,1.7,Vegan,Overweight
P0740,31.0,Male,180.7,87.4,26.8,Athlete,3706,4361.0,174.6,574.4,151.7,4.6,Vegetarian,Overweight
P0741,44.0,Male,166.9,85.2,30.6,Lightly Active,2449,3284.0,159.9,394.8,118.3,2.9,Mediterranean,Obese
P0742,42.0,Male,180.1,89.0,27.4,Very Active,3289,3732.0,349.0,321.9,116.5,3.6,High Protein,Overweight
